Title,URL,Post,Publication Date
"Veja para quanto vai a sua aposentadoria do INSS com reajuste de 4,77%",https://carlsonpessoa.blogspot.com/2025/01/veja-para-quanto-vai-sua-aposentadoria.html,"Aposentados e pensionistas do INSS (Instituto Nacional do Seguro Social) começarão a receber seus benefícios reajustados a partir de 27 de janeiro, quando os que ganham o salário mínimo, de R$ 1.1518 neste ano, têm seus depósitos referentes à folha de janeiro.Quem recebe mais do que o piso terá o primeiro benefício com o reajuste de 4,77% a partir de 3 de fevereiro. A data do depósito depende de qual é o final do número do benefício, sem considerar o último dígito verificador, que aparece depois do traço.O advogado Wagner da Silva e Souza calculou qual será a renda de aposentados e pensionistas em 2025. Os cálculos consideram o valor bruto, o índice de reajuste do INPC (Índice Nacional de Preços ao Consumidor), divulgado pelo IBGE (Instituto Brasileiro de Geografia e Estatística) nesta sexta-feira (10), e o desconto do Imposto de Renda pelas regras atuais.Para quem não é isento, o INSS aplicará o desconto do Imposto de Renda sobre o novo benefício reajustado. Aposentados e pensionistas a partir de 65 anos têm direito de pagar menos imposto sobre a renda do benefício.Os cálculos valem para todos que receberam a aposentadoria ou pensão durante todo o ano de 2024, já que os benefícios que começaram a ser pagos a partir de fevereiro de 2024 terão o primeiro reajuste proporcional.Confira o valor da sua aposentadoria em 2025:Para quem tem menos de 65 anos:Valor em 2024 - Valor em 2025 - Valor líquido em 2025R$ 1.412,00 - R$ 1.518,00 - R$ - - R$ 1.518,00R$ 1.500,00 - R$ 1.571,55 - R$ - - R$ 1.571,55R$ 2.000,00 - R$ 2.095,40 - R$ - - R$ 2.095,40R$ 2.500,00 - R$ 2.619,25 - R$ - - R$ 2.619,25R$ 3.000,00 - R$ 3.143,10 - R$ 23,93 - R$ 3.119,17R$ 3.500,00 - R$ 3.666,95 - R$ 83,88 - R$ 3.583,07R$ 4.000,00 - R$ 4.190,80 - R$ 162,46 - R$ 4.028,34R$ 4.500,00 - R$ 4.714,65 - R$ 270,94 - R$ 4.443,71R$ 5.000,00 - R$ 5.238,50 - R$ 389,26 - R$ 4.849,24R$ 5.500,00 - R$ 5.762,35 - R$ 533,32 - R$ 5.229,03R$ 6.000,00 - R$ 6.286,20 - R$ 677,38 - R$ 5.608,82R$ 6.500,00 - R$ 6.810,05 - R$ 821,44 - R$ 5.988,61R$ 7.000,00 - R$ 7.333,90 - R$ 965,50 - R$ 6.368,40R$ 7.500,00 - R$ 7.857,75 - R$ 1.109,55 - R$ 6.748,20R$ 7.786,02 - R$ 8.157,41 - R$ 1.191,96 - R$ 6.965,45Confira o valor da sua aposentadoria em 2025Para beneficiários com mais de 65 anos:Valor em 2024 - Valor em 2025 - Valor líquido em 2025 - Base de cálculo IR com dedução R$ 1903,98R$ 1.412,00 - R$ 1.518,00 - R$ - - R$ 1.518,00 - R$ -R$ 1.500,00 - R$ 1.571,55 - R$ - - R$ 1.571,55 - R$ -R$ 2.000,00 - R$ 2.095,40 - R$ - - R$ 2.095,40 - R$ -R$ 2.500,00 - R$ 2.619,25 - R$ - - R$ 2.619,25 - R$ -R$ 3.000,00 - R$ 3.143,10 - R$ - - R$ 3.143,10 - R$ -R$ 3.500,00 - R$ 3.666,95 - R$ - - R$ 3.666,95 - R$ -R$ 4.000,00 - R$ 4.190,80 - R$ - - R$ 4.190,80 - R$ -R$ 4.500,00 - R$ 4.714,65 - R$ - - R$ 4.714,65 - R$ -R$ 5.000,00 - R$ 5.238,50 - R$ 38,28 - R$ 5.200,22 - R$ 3.334,52R$ 5.500,00 - R$ 5.762,35 - R$ 112,59 - R$ 5.649,76 - R$ 3.858,37R$ 6.000,00 - R$ 6.286,20 - R$ 196,15 - R$ 6.090,05 - R$ 4.382,22R$ 6.500,00 - R$ 6.810,05 - R$ 314,01 - R$ 6.496,04 - R$ 4.906,07R$ 7.000,00 - R$ 7.333,90 - R$ 441,90 - R$ 6.892,00 - R$ 5.429,92R$ 7.500,00 - R$ 7.857,75 - R$ 585,96 - R$ 7.271,79 - R$ 5.953,77R$ 7.786,02 - R$ 8.157,41 - R$ 668,37 - R$ 7.489,04 - R$ 6.253,43O segurado também pode conferir, entre cinco e sete dias antes de começar o pagamento do mês de competência, o valor de pagamento no aplicativo ou site Meu INSS, por meio do extrato de pagamento.Há ainda a possibilidade de acessar o documento pelo telefone, ligando para a Central 135, de segunda-feira a sábado, das 7h às 22h. Neste caso, o beneficiário precisa informar o número de CPF e confirmar dados cadastrais.É importante checar com frequência no extrato se o valor está sendo depositado corretamente, sem descontos indevidos.",Unknown date
Lula veta pensão vitalícia para crianças com microcefalia causada pelo Zika,https://carlsonpessoa.blogspot.com/2025/01/lula-veta-pensao-vitalicia-para.html,"Na
quinta-feira (9), foi publicada no Diário Oficial da União uma medida
provisória assinada pelo presidenteLuiz Inácio Lula da Silva, que estabelece apoio
financeiro para crianças nascidas com deficiências relacionadas à síndrome
congênita causada pelo vírus da zika. Contudo, o presidente vetou integralmente
um projeto de lei aprovado pelo Congresso Nacional, que previa o pagamento de
pensão mensal vitalícia a essas crianças.O projeto vetado estabelecia uma indenização por danos morais no
valor de R$ 50 mil, além de uma pensão mensal equivalente a R$ 7.786,02,
vinculada ao Regime Geral de Previdência Social. Os pagamentos seriam
corrigidos anualmente pela inflação, com base no Índice Nacional de Preços ao
Consumidor (INPC), e estariam isentos de imposto de renda.O veto
presidencial ainda poderá ser revisado e derrubado em uma sessão conjunta do
Congresso Nacional. A decisão gerou indignação entre mães de crianças afetadas
pela microcefalia causada pelo zika, que há anos lutam por reconhecimento e
assistência.Elas argumentam que o veto ignora a vulnerabilidade das famílias
que enfrentam altos custos para garantir qualidade de vida e tratamentos
adequados para as crianças. A medida provisória editada pelo presidente oferece
alternativas de apoio, mas muitas famílias afirmam que isso não substitui a
pensão vitalícia, que seria um amparo mais consistente.",Unknown date
Severo Eulálio antecipa discussões sobre o cenário financeiro da ALEPI,https://carlsonpessoa.blogspot.com/2025/01/severo-eulalio-antecipa-discussoes.html,"O futuro presidente da Assembleia Legislativa do Piauí (ALEPI), Severo Eulálio (MDB), anunciou que se reunirá com o atual presidente, Franzé Silva (PT), na próxima semana para avaliar a situação financeira da Casa. Embora Eulálio tome posse no início de fevereiro, a transição ainda não foi iniciada. Nos bastidores, há especulações sobre dificuldades financeiras, mas os números ainda não foram apresentados ao futuro presidente.A reforma do prédio da Assembleia Legislativa, iniciada em fevereiro de 2024, segue em andamento e deve ser concluída ainda este ano. Porém, algumas áreas do Legislativo, como os gabinetes parlamentares, o restaurante e a Praça do Povo, continuam interditadas. Severo Eulálio informou que a conclusão da reforma será sua prioridade, especialmente a parte física da Assembleia, para garantir o atendimento adequado aos parlamentares e à população.O plenário, que já foi reformado e está em funcionamento, está sendo utilizado para as sessões, com algumas delas realizadas remotamente. Eulálio reforçou a necessidade de cautela ao lidar com o cenário financeiro e as questões relacionadas à reforma, aguardando o retorno de Franzé Silva para formalizar a transição e planejar as próximas etapas para o parlamento estadual.",Unknown date
Carreta tomba em curva e atinge caminhão baú na BR-402 no município de Buriti dos Lopes,https://carlsonpessoa.blogspot.com/2025/01/carreta-tomba-em-curva-e-atinge.html,"Por volta das 10h30 da manhã desta sexta-feira (10/01), aconteceu um grave acidente tipo tombamento e colisão frontal envolvendo dois caminhões na BR-402, na zona rural de Buriti dos Lopes, que deixou um homem (o motorista) ferido e preso nas ferragens.Segundo informações preliminares, uma carreta carregada com frutas e verduras, que seguia na BR-402 tombou em uma curva próximo à entrada vicinal que dá acesso a localidade Lagoa do Meio, na região do povoado Ponte do Jandira, e atingido frontalmente um caminhão baú que seguia no sentido contrário da rodovia.A PRF foi acionada, logo em seguida, acionou o Corpo de Bombeiros para resgatar o motorista do caminhão baú, que ficou preso nas ferragens. O SAMU realizou os primeiros atendimentos à vítima e encaminhou para o HEDA em Parnaíba.Ainda não foi divulgado o estado de saúde do outro condutor da carreta tombada, e identificação de ambas as vítimas.Aguardem mais informações...Por Rurik Araújo",Unknown date
Juiz decide manter preso suspeito de envenenar família no litoral do Piauí,https://carlsonpessoa.blogspot.com/2025/01/juiz-decide-manter-preso-suspeito-de.html,"Em decisão proferida nesta quinta-feira (09/10), o juiz Fernando José Alves Silva, substituto da Central Regional de Inquéritos III, em Parnaíba, manteve a prisão de Francisco de Assis Pereira da Costa, pedreiro acusado de envenenar uma família no litoral do Piauí.A decisão foi tomada durante audiência de custódia que confirmou a legalidade do mandado de prisão temporária, alinhando-se ao parecer do Ministério Público do Piauí (MPPI). Francisco de Assis foi encaminhado à Penitenciária Mista Juiz Fontes Ibiapina, em Parnaíba.O acusado foi preso na quarta-feira (08), após a emissão de um mandado solicitado pela autoridade policial responsável pela investigação. Segundo o delegado Abimael Silva, Francisco mantinha uma relação conflituosa com a família e nutria ódio por sua enteada, Francisca Maria Silva, uma das vítimas fatais do envenenamento. Ele é considerado o principal suspeito, já que foi o último a dormir na casa onde 11 pessoas residiam, na noite anterior ao crime.Durante as buscas no local, a Polícia Civil do Piauí encontrou um baú pertencente ao acusado, contendo livros e revistas sobre nazismo. O material foi apreendido para análise, enquanto as investigações continuam.180graus",Unknown date
Lateral piauiense Renê sai do Inter e irá defender Fluminense-RJ,https://carlsonpessoa.blogspot.com/2025/01/lateral-piauiense-rene-sai-do-inter-e.html,"O Fluminense acertou a contratação do piauiense Renê. O lateral-esquerdo, que estava no Internacional, o jogador se apresentou no CT Carlos Castilho nesta terça-feira (07), realizou exames médicos e assinou vínculo em definitivo com o Tricolor até o fim de 2026. Renê é natural da cidade de Picos e nos últimos três anos defendia o time de Porto Alegre, agora retorna a um clube carioca.“Estou muito feliz e motivado. O Fluminense é um grande clube, que tem pela frente um ano com campeonatos muito difíceis, mas com objetivos muito grandes. Já estou me ambientando, fui muito bem recebido. Agradeço a todos e espero ser muito feliz aqui com essa camisa tão pesada”, disse ele.Renê se despede do Inter após três temporadas. Foram 123 jogos com a camisa do time de Porto Alegre, mais 40 partidas por ano.Renê fez sua estreia como profissional defendendo as cores do Sport, em 2012. Pelo clube, conquistou os títulos da Copa do Nordeste e do Campeonato Pernambucano. Em 2017, foi contratado pelo Flamengo e se destacou como um dos principais jogadores de sua posição no país, conquistando títulos e prêmios individuais. O lateral se transferiu para o Internacional em 2022. Em seu currículo possui conquistas como Conmebol Libertadores, Conmebol Recopa, além de dois títulos do Brasileirão e da Supercopa do Brasil.“Podem esperar de mim muita garra e muita luta dentro de campo, coragem para jogar, sem medo de errar. Acho que isso foi o que me trouxe até aqui. Espero conseguir aplicar tudo isso aqui no Tricolor, ser campeão e deixar a torcida muito feliz. Podem esperar o melhor de mim”, concluiu.cidadeverde.com",Unknown date
PAX UNIÃO INFORMA - NOTA DE FALECIMENTO,https://carlsonpessoa.blogspot.com/2025/01/pax-uniao-informa-nota-de-falecimento_10.html,"A PAX UNIÃO, em nome das famílias enlutadas, cumpre o seu doloroso dever de comunicar o falecimento das seguintes pessoas:1. TERESINHA DE JESUS FERREIRA DA SILVA, 68 anos de idade,falecida às 09h 03min do dia (09.01.2025) no Hospital Dirceu Arcoverde em Parnaíba-PI. O corpo está sendo velado na Rua Evangelina Rosa, n°1618, Bairro Pindorama. O sepultamento será realizado às 16h de hoje (10.01.2025) no cemitério da Fraternidade.2. NERIVAL APARECIDO RICARDO, 68 anos de idade,falecido às 14h 40min do dia (09.01.2025) no Hospital Nossa Senhora de Fátima em Parnaíba-PI. O corpo foi trasladado para Esperantina-PI e está sendo velado na Igreja Evangélica de Cristo Pentecostal no centro da cidade.3. RN DE ANTÔNIA PEREIRA NASCIMENTO,falecido às 02h 43min do dia (10.01.2025) no Hospital Dirceu Arcoverde em Parnaíba-PI. O corpo foi trasladado para Cocal-PI, onde foi velado e sepultado.A PAX UNIÃO, em nome das famílias enlutadas, agradece a todos que comparecerem a este ato de fé e piedade cristã.Informou a Pax UniãoParnaíba – PI, 10 de Janeiro de 2025.",Unknown date
Detento é flagrado com celulares no estômago e 'vomita' aparelhos no CE,https://carlsonpessoa.blogspot.com/2025/01/detento-e-flagrado-com-celulares-no.html,"Celulares serão periciados para investigar possível conteúdo criminosoEm um caso inusitado ocorrido naterça-feira (07) em Fortaleza, Ceará, um detento foi flagrado tentando contrabandear dois celulares para dentro de uma unidade prisional, engolindo os aparelhos e um cabo USB. Identificado como Daniel Melo da Silva, ele, que é membro de uma facção criminosa, foi pego no momento em que ""vomitou"" os itens, que estavam acondicionados em uma espécie de sacola.De acordo com a Secretaria da Administração Penitenciária e Ressocialização (SAP), Daniel utilizou um barbante amarrado entre seus dentes para prender os aparelhos e o cabo dentro de seu estômago. A descoberta aconteceu durante uma inspeção de rotina pelos policiais penais, que apreenderam o material.Os celulares passarão por uma perícia técnica para investigar se contêm informações relacionadas a atividades criminosas. O procedimento visa averiguar a utilização dos dispositivos dentro do sistema prisional e a possível conexão com crimes fora das dependências da prisão.A ocorrência segue sendo investigada e, dependendo dos resultados da perícia, o detento pode enfrentar novas acusações.Fonte:Com informações SAP",Unknown date
Escola SESI Integrada está com matrículas abertas para o EJA,https://carlsonpessoa.blogspot.com/2025/01/escola-sesi-integrada-esta-com.html,"A Escola SESI Integrada Deputado Moraes Souza, situada na Avenida Pinheiro Machado, próximo à Rodoviária de Parnaíba, está com matrículas abertas para o programa Educação de Jovens e Adultos (EJA).Este modelo de ensino desempenha um papel fundamental na promoção da inclusão social e econômica, especialmente quando se trata do acesso ao mercado de trabalho. A Escola SESI Integrada tem como objetivo ampliar o atendimento aos jovens e adultos do Piauí, que não tiveram a chance de concluir seus estudos na época certa.Interessados podem entrar em contato com a coordenadora do EJA da instituição, Adriana Coelho, através do número: (86) 9437-1026.",Unknown date
Cantora responde a crítica durante apresentação em Parnaíba e viraliza; assista,https://carlsonpessoa.blogspot.com/2025/01/cantora-responde-critica-durante.html,"A cantora Bruna Mel, natural de Parnaíba, reagiu de maneira firme a uma mulher que, insistentemente, pediu que ela parasse de tocar uma música fora de seu repertório para ela.Foto: Reprodução/ Redes sociasDurante o evento, Bruna não hesitou em responder de forma firme ao pedido: “No show dos artistas grandes vocês não fazem isso”.Assista:View this post on InstagramA post shared by Bruna Mel (@brunamelphboficial)",Unknown date
OFERTAS DA SEMANA PARAÍBA,https://carlsonpessoa.blogspot.com/2025/01/ofertas-da-semana-paraiba.html,,Unknown date
Criança de 4 anos envenenada no litoral do Piauí permanece internada no HUT,https://carlsonpessoa.blogspot.com/2025/01/crianca-de-4-anos-envenenada-no-litoral.html,"Uma menina de 4 anos, vítima de envenenamento junto com sua família em Parnaíba, continua internada no Hospital de Urgência de Teresina (HUT). Inicialmente, ela foi atendida no Hospital Nossa Senhora de Fátima, em Parnaíba, mas foi transferida para Teresina em 3 de janeiro.O envenenamento aconteceu durante o almoço do dia 1º de janeiro, quando pelo menos nove membros da família apresentaram sintomas de intoxicação após comerem arroz envenenado no bairro Dom Rufino, em Parnaíba, a cerca de 340 quilômetros de Teresina.A criança está internada na UTI pediátrica do HUT em estado grave. Quatro familiares morreram devido ao consumo do arroz contaminado com terbufós, uma substância utilizada como pesticida agrícola.As vítimas fatais foram:Francisca Maria, 32 anos: mãe da criança;Maria Lauane Fontinele, 3 anos: irmã da criança;Manoel Leandro da Silva, 18 anos: tio da criança;Igno Davi Silva, 1 ano e 8 meses: irmão da criança.A menina também é irmã de Ulisses e João Miguel, que sofreram intoxicação em agosto de 2022 ao comerem caju envenenado. Os frutos haviam sido oferecidos por uma vizinha, e a Polícia Civil encontrou em sua residência o veneno conhecido como ""chumbinho"", cuja produção e comercialização são proibidas no Brasil.No dia 8 de janeiro, Francisco Pereira, de 52 anos, padrasto de Francisca Maria, foi preso como principal suspeito de envenenar o arroz consumido pela família. Ele ficará detido por 30 dias enquanto as investigações são concluídas.Segundo o delegado Abimael Silva, responsável pelo caso, o suspeito demonstrava desprezo por Francisca e seus filhos e apresentou contradições em três depoimentos, especialmente sobre o acesso à panela com o arroz contaminado.",Unknown date
Azul decide suspender voos em São Raimundo Nonato e cancela rota em Parnaíba,https://carlsonpessoa.blogspot.com/2025/01/azul-decide-suspender-voos-em-sao.html,"Aeronave ATR-72 da Azul que realiza voos de São Raimundo Nonato para o Recife. Foto: (Tudo Viagem)A partir de 10 de março a cidade de São Raimundo Nonato não terá voos comerciais operados pela Azul que tinham como rota a cidade de Recife, no Pernambuco. Alegando alta do dólar e aumento dos custos operacionais, a companhia decidiu cancelar as decolagens sem escalas para o Recife. A companhia iniciou operações na cidade em 2022.Os voos são operados às terças, quintas e domingos em aeronaves ATR-72 que transportam até 70 passageiros. No site da Azul as passagens aéreas de São Raimundo Nonato para a capital pernambucana ainda estão sendo vendidas, mas a Azul confirmou o fim do voo e que o site da companhia está sendo atualizado.Segundo comunicado feito pela Azul, os passageiros afetados pela suspensão dos voos em São Raimundo poderão pedir reembolso intergral dos valores pagos, conforme prevê a resolução 400 da Agência Nacional de Aviação Civil (Anac). Leia abaixo comunicadoda Azul sobre esse assunto.Parnaíba vai perder voos para JericoacoaraParnaíba vai perder voos para Jericoacoara também a partir de 10 de março. Os voos fazem parte da ""Rota das Emoções"" e eram operados pelaAzul Conecta, empresa de voos regionais da Azul. Aeronaves Grand Caravan que transportam até 9 passageiros são usados nos voos de Parnaíba para a cidade localizada no interior do Ceará.A companhia Azul informou que manterá os voos de Parnaíba para Belo Horizonte (Aerpororto de Confins) que são operados pelos jatos da Embraer. Em Teresina a Azul oferece voos sem escalas para Campinas, Belo Horizonte e Recife.A Azul Conecta deixará de operar nas cidades de Crateús (CE), São Benedito (CE), Mossoró (RN),  Sobral (CE) e Iguatú (CE).Nota da Azul sobre a suspensão dos voosSão Paulo, 9 de janeiro de 2025 - A Azul informa que está sempre avaliando as possibilidades e necessidades de mercado e, consequentemente, mudanças fazem parte do planejamento operacional. Como empresa competitiva, a companhia reavalia constantemente as operações em suas bases, como parte de um processo normal de ajuste de capacidade à demanda.Sendo assim, a companhia anuncia que irá suspender as operações nas cidades deParnaíba (PI) e São Raimundo Nonato (PI), a partir do dia 10 de março devido a uma série de fatores que vão desde o aumento nos custos operacionais da aviação, impactados pela crise global na cadeia de suprimentos e a alta do dólar, somadas às questões de disponibilidade de frota e de ajustes de oferta e demanda.Importante ressaltar que os Clientes impactados receberão a assistência necessária, conforme prevê a resolução 400 da Agência Nacional de Aviação Civil (Anac).A Azul reforça, ainda, que mesmo diante da suspensão, segue operando no Estado do Piauí com voos regulares em Teresina, de onde os Clientes poderão se conectar com três destinos em voos diretos.cidadeverde.com",Unknown date
Vereador eleito no Piauí é acusado de omitir condenação por homicídio em registro de candidatura,https://carlsonpessoa.blogspot.com/2025/01/vereador-eleito-no-piaui-e-acusado-de.html,"O vereador Givanildo Batista Soares (MDB), do município de Lagoinha do Piauí, foi eleito no pleito de 2024, mesmo possuindo um mandado de prisão em aberto por uma condenação por homicídio, transitada em julgado no estado do Pará. Ele obteve 147 votos e já tomou posse na Câmara Municipal.Durante o processo de registro de sua candidatura, não constava nenhuma informação sobre a condenação nos documentos apresentados ou no sistema ELO da Justiça Eleitoral, o que permitiu que ele concorresse e fosse eleito sem impedimentos. Givanildo, conhecido como Gilva, foi condenado em 2021 por atropelar e matar uma pessoa em Marabá, no Pará. A pena, por homicídio culposo, foi de 2 anos e 8 meses de prisão, com mandado expedido em setembro de 2024.Foto: ReproduçãoApós a Corregedoria do Tribunal Regional Eleitoral (TRE-PI) informar ao Ministério Público Eleitoral (MPE) sobre o mandado de prisão em aberto, a Promotoria da 52ª Zona Eleitoral de Água Branca entrou com uma ação questionando a elegibilidade de Givanildo. O MPE alegou que o vereador eleito forneceu informações falsas para obter o registro, ocultando sua condição de réu condenado. O órgão considera essa ação uma violação eleitoral, que pode configurar o crime de falsidade ideológica eleitoral, conforme o artigo 350 do Código Eleitoral. Por isso, o MPE instaurou um Procedimento de Investigação Criminal para apurar a possível prática do delito, resultando na denúncia em uma ação penal.Baseado na Lei Complementar nº 64/90, que torna inelegíveis aqueles condenados por crimes contra a vida, o MPE pediu a cassação do diploma de vereador de Givanildo, argumentando que sua inelegibilidade, embora descoberta após o registro, é anterior ao pleito, podendo ser contestada por meio de Recurso Contra a Expedição de Diploma.Além disso, Givanildo foi denunciado por falsidade ideológica eleitoral, por omitir sua condenação no momento do registro de sua candidatura às eleições de 2024.",Unknown date
Bairros de Parnaíba ficarão sem água nesta quinta-feira,https://carlsonpessoa.blogspot.com/2025/01/bairros-de-parnaiba-ficarao-sem-agua.html,"AAgespisavai interromper, na noite desta
quinta-feira (9), o abastecimento de água em quatro bairros de Parnaíba, para
que seja feita mais uma etapa das interligações na rede de distribuição da
cidade.O fornecimento será suspenso a partir das 22h desta quinta (9) e
seguirá até as 6h desta sexta-feira (10), nos seguintes bairros: São José,
Centro, Nossa Senhora do Carmo e parte do Nova Parnaíba, da Avenida Marquês de
Paranaguá até o bairro São José.Por meio de
nota, a Agespisa informou que os serviços da obra de interligação serão
executados na Avenida Padre Castelo Branco e na rua Marquês do Herval, no
Centro da cidade.Ainda conforme a empresa, o abastecimento de água vai retornar de
forma gradual após a conclusão dos serviços.",Unknown date
SiSU 2025: UFDPar Disponibiliza 1.036 Vagas para Graduação,https://carlsonpessoa.blogspot.com/2025/01/sisu-2025-ufdpar-disponibiliza-1036.html,"A Universidade Federal do Delta do Parnaíba
(UFDPar) oferecerá 1.036 vagas distribuídas entre 12 cursos de graduação na
modalidade presencial na edição de 2025 do Sistema de Seleção Unificada (Sisu).
Sendo492vagas para ampla concorrência e544 vagasreservadas para as Ações Afirmativas (cotas), com
entradas no primeiro ou segundo semestre letivo de 2025.Desde 2024, o Sisu ocorre em edição única. Dessa forma, para ingressar
no 1° ou 2º semestre, o candidato deverá realizar apenas uma única inscrição
no Sisu.Os interessados em participar da seleção para o ingresso
no ensino superior poderão se inscrever exclusivamente no período
de 17 a 21 de janeiro de 2025, por meio doPortal Único de Acesso ao Ensino Superior.Candidatos
que não forem contemplados na chamada regular podem optar pela lista de espera,
manifestando formalmente o interesse dentro do prazo estipulado. O
resultado da chamada regular será divulgado no dia 26 de janeiro.Atualmente, a UFDPar oferece gratuitamente doze cursos de graduação
de forma presencial, são eles: Administração, Biomedicina, Ciências Biológicas,
Ciências Contábeis, Ciências Econômicas, Engenharia de Pesca, Fisioterapia,
Matemática, Medicina, Pedagogia, Psicologia e Turismo. A universidade
recebeu o conceito máximo na Avaliação de Recredenciamento Institucional
realizada pelo Instituto Nacional de Estudos e Pesquisas Educacionais Anísio
Teixeira (Inep) do Ministério da Educação (MEC), destacando sua atuação e seu
compromisso com a formação de profissionais éticos e capacitados para gerar
impacto positivo na sociedade.Para mais informações, acesse a Página do Sisu 2025 da
UFDPar,clicando aqui.Detalhes Importantes:O SiSU
     utiliza as notas doExame Nacional do Ensino Médio (Enem)como
     critério de seleção.Desde
     2024, o SiSU ocorre emedição única, ou seja, o candidato
     realiza apenas uma inscrição para concorrer ao ingresso no1º ou
     2º semestre.Cronograma do SiSU 2025/1:Inscrições: 17 a 21 de janeiro de 2025.Chamada
     Regular: 26
     de janeiro de 2025.Manifestação
     de Interesse para Lista de Espera: 26 a 31 de janeiro de 2025.",Unknown date
Ex-deputado federal cearense José Linhares morre aos 94 anos,https://carlsonpessoa.blogspot.com/2025/01/ex-deputado-federal-cearense-jose.html,"Mais conhecido como Padre Zé Linhares, ele foi deputado por seis mandatos consecutivos, de 1991 a 2015.Morreu nesta
quarta-feira (8), em Fortaleza, o padre e ex-deputado federal cearense José
Linhares, aos 94 anos. Ele estava internado no Hospital Mont Klinikun, onde se
recuperava de uma queda que havia sofrido em casa.Mais conhecido comoPadre Zé Linhares, o
ex-parlamentar estava na Unidade de Terapia Intensiva (UTI), e seu estado de
saúde era considerado grave, devido à idade avançada e também em razão de
comorbidades pré-existentes.Nascido na
cidade de Sobral (CE), José Linhares, além de padre, era professor, psicólogo,
filósofo, pedagogo, administrador e escritor.O ex-parlamentar iniciou sua trajetória política no final da
década de 1980 e foi deputado federal por seis mandatos consecutivos, de 1991 a
2015, passando pelo PSDB e pelo Progressistas. De 2015 a 2019, presidiu o
Conselho Estadual de Educação do Ceará e, em 2017, foi nomeado presidente de
honra do PP no estado cearense.",Unknown date
NOTA DE PESAR - Comunicamos o falecimento de MARIA DAS GRAÇAS ARAÚJO SILVA,https://carlsonpessoa.blogspot.com/2025/01/nota-de-pesar-comunicamos-o-falecimento_9.html,,Unknown date
Mais mulheres rompem o silêncio e denunciam violência doméstica em Parnaíba,https://carlsonpessoa.blogspot.com/2025/01/mais-mulheres-rompem-o-silencio-e.html,"A segurança das mulheres vítimas de violência doméstica e familiar é prioridade da Patrulha Maria da Penha, que desempenha um papel fundamental na proteção e no amparo às vítimas. Entre as principais ações desenvolvidas pela patrulha está o acompanhamento contínuo e rigoroso das medidas protetivas, garantindo que as ordens judiciais sejam efetivamente cumpridas e que as mulheres se sintam mais seguras.Somente no ano passado, o 2º Batalhão de Polícia Militar do Piauí atendeu 125 ocorrências envolvendo situações de violência contra a mulher, demonstrando a relevância do trabalho realizado. Destes casos, 73 encerraram na prisão de agressores nos municípios Bom princípio, Buriti dos Lopes, Ilha Grande, Murici dos Portelas e Parnaíba. Quanto à Parnaíba, dos 125 casos registrados pela Patrulha Maria da Penha do 2º BPMPI, 91 foram nesta cidade.Esse aumento nas denúncias não indica necessariamente um crescimento nos casos de violência, mas, sim, a quebra do silêncio que por muito tempo encobriu práticas criminosas comuns dentro do ambiente doméstico. Com a rede de proteção mais robusta e acessível, as vítimas sentem-se mais encorajadas a buscar ajuda, sabendo que encontrarão acolhimento, segurança e orientação.Segundo Ryana Pontes, sargento da Polícia Militar e membro da Patrulha Maria da Penha, o fortalecimento da rede de proteção tem incentivado mais mulheres a denunciar seus agressores, pois encontram no grupo da Patrulha Maria da Penha, por exemplo, o suporte necessário para romper o ciclo de violência. A atuação da Patrulha Maria da Penha faz intervenção policial e oferece orientações desde conversas com as vítimas a palestras com entidades que buscam.Assegurar uma resposta eficiente e humanizada às vítimas de diferentes formas de violência, seja ela física, psicológica ou patrimonial, contribui com a prevenção e enfrentamento para que as mulheres recuperem a confiança e a esperança de viverem livres da ameaça de violência, evidenciando a importância de políticas públicas eficazes e integradas.O fortalecimento da rede de proteção à mulher tem sido determinante para trazer à tona inúmeros casos de violência doméstica que antes permaneciam ocultos, silenciados pelo medo, pela dependência ou pela falta de apoio adequado. Entre as iniciativas de destaque, está a Patrulha Maria da Penha, que foi implantada em Parnaíba no final de novembro de 2023 e, desde então, vem desempenhando um papel crucial na prevenção e no combate a esse tipo de crime. A atuação firme e humanizada da Patrulha Maria da Penha em Parnaíba é um exemplo do quanto a articulação entre diferentes agentes pode transformar a realidade das vítimas. (Daniel Santos CN)",Unknown date
